jobId,title,companyName,companySize,industry,companyType,salaryMin,salaryMax,city,province,cityTier,education,experience,skills,welfare,publishDate,sourceUrl
SYN-0001,Java开发工程师,网易,5000人以上,互联网/游戏,上市公司,10,20,西安,陕西,新一线,本科,3-5年,Linux|Spring Boot|Kafka,五险一金|年终奖,2026-04-03,https://synthetic.dataset/1
SYN-0002,数据分析师,商汤科技,1000-2000人,人工智能,民营,30,55,青岛,山东,二线,本科,1-3年,Spark SQL|Matplotlib|NumPy|Seaborn,五险一金|年终奖|带薪年假|股票期权|补充商业保险,2026-06-26,https://synthetic.dataset/2
SYN-0003,Android开发工程师,字节跳动,5000人以上,互联网/IT,民营,10,20,合肥,安徽,二线,本科,1-3年,Git|Java|Gradle|Retrofit,五险一金|年终奖|弹性工作,2026-06-28,https://synthetic.dataset/3
SYN-0004,推荐系统工程师,米哈游,2000-5000人,游戏/互联网,民营,30,55,西安,陕西,新一线,硕士,5-10年,协同过滤|TensorFlow|推荐算法,五险一金|年终奖|带薪年假|股票期权|补充商业保险,2026-06-19,https://synthetic.dataset/4
SYN-0005,前端开发工程师,科大讯飞,2000-5000人,人工智能,上市公司,10,18,上海,上海,一线,大专,1-3年,TypeScript|Webpack|CSS|React,五险一金|年终奖|带薪年假|弹性工作,2026-05-12,https://synthetic.dataset/5
SYN-0006,iOS开发工程师,米哈游,2000-5000人,游戏/互联网,民营,15,25,西安,陕西,新一线,本科,应届,Objective-C|Git|CoreData|Combine,五险一金|年终奖|股票期权|弹性工作|餐补|交通补贴,2026-05-22,https://synthetic.dataset/6
SYN-0007,Python开发工程师,拼多多,5000人以上,互联网/电商,上市公司,12,20,南京,江苏,新一线,本科,5-10年,Django|MySQL|Redis|Celery|Linux,五险一金|年终奖|弹性工作|餐补,2026-07-21,https://synthetic.dataset/7
SYN-0008,C++开发工程师,小鹏汽车,2000-5000人,新能源汽车,上市公司,30,55,西安,陕西,新一线,硕士,5-10年,Docker|Qt|多线程|Boost|STL,五险一金|年终奖|股票期权,2026-07-03,https://synthetic.dataset/8
SYN-0009,Go后端开发工程师,华为,5000人以上,通信/IT,民营,40,70,杭州,浙江,新一线,本科,5-10年,Kubernetes|PostgreSQL|Linux,五险一金|年终奖|股票期权|弹性工作|餐补|交通补贴,2026-06-18,https://synthetic.dataset/9
SYN-0010,Go后端开发工程师,字节跳动,5000人以上,互联网/IT,民营,12,22,大连,辽宁,二线,本科,3-5年,Kubernetes|gRPC|Linux|Go|Docker,五险一金|年终奖|补充商业保险,2026-05-17,https://synthetic.dataset/10
SYN-0011,算法工程师(NLP/CV),美团,5000人以上,互联网/O2O,上市公司,10,20,青岛,山东,二线,本科,3-5年,PyTorch|BERT|Python|OpenCV|模型部署,五险一金|年终奖|弹性工作|餐补,2026-04-04,https://synthetic.dataset/11
SYN-0012,算法工程师(NLP/CV),莉莉丝,1000-2000人,游戏/互联网,民营,35,60,南京,江苏,新一线,硕士,3-5年,TensorFlow|深度学习|模型部署,五险一金|年终奖|股票期权|弹性工作|餐补|交通补贴,2026-05-05,https://synthetic.dataset/12
SYN-0013,数据仓库工程师,小米集团,5000人以上,消费电子/互联网,上市公司,40,70,成都,四川,新一线,本科,3-5年,Flink|Python|数据治理|ETL|Spark SQL|Hadoop,五险一金|年终奖|带薪年假|弹性工作,2026-07-17,https://synthetic.dataset/13
SYN-0014,Go后端开发工程师,理想汽车,2000-5000人,新能源汽车,上市公司,8,14,南京,江苏,新一线,本科,1-3年,PostgreSQL|Kafka|MySQL,五险一金|年终奖|带薪年假|股票期权|补充商业保险,2026-05-01,https://synthetic.dataset/14
SYN-0015,Python开发工程师,百度,5000人以上,互联网/IT,上市公司,8,14,南京,江苏,新一线,本科,1-3年,FastAPI|MySQL|MongoDB,五险一金|年终奖|弹性工作|餐补,2026-05-18,https://synthetic.dataset/15
SYN-0016,运维开发工程师,快手,2000-5000人,互联网/短视频,民营,25,45,宁波,浙江,二线,本科,3-5年,Kubernetes|Go|GitOps|Terraform|Prometheus|Docker,五险一金|年终奖|股票期权|带薪年假,2026-07-15,https://synthetic.dataset/16
SYN-0017,Go后端开发工程师,华为,5000人以上,通信/IT,民营,12,22,上海,上海,一线,大专,3-5年,MySQL|PostgreSQL|Linux|Gin,五险一金|年终奖|股票期权|带薪年假,2026-05-09,https://synthetic.dataset/17
SYN-0018,数据分析师,小鹏汽车,2000-5000人,新能源汽车,上市公司,12,22,广州,广东,一线,大专,应届,Spark SQL|Python|SQL,五险一金|年终奖|弹性工作|股票期权,2026-05-14,https://synthetic.dataset/18
SYN-0019,区块链开发工程师,OPPO,5000人以上,消费电子,民营,15,25,武汉,湖北,新一线,本科,1-3年,Solidity|Hyperledger|Rust|Node.js|智能合约|Ethereum,五险一金|年终奖|股票期权|带薪年假,2026-07-05,https://synthetic.dataset/19
SYN-0020,算法工程师(NLP/CV),科大讯飞,2000-5000人,人工智能,上市公司,30,55,武汉,湖北,新一线,硕士,3-5年,Scikit-learn|Python|BERT,五险一金|年终奖|带薪年假|股票期权|补充商业保险,2026-07-17,https://synthetic.dataset/20
SYN-0021,Android开发工程师,荣耀,2000-5000人,消费电子,民营,15,25,上海,上海,一线,硕士,1-3年,Flutter|Java|Retrofit,五险一金|年终奖|股票期权|带薪年假,2026-04-19,https://synthetic.dataset/21
SYN-0022,运维开发工程师,寒武纪,500-1000人,人工智能/芯片,上市公司,10,18,济南,山东,二线,本科,应届,Prometheus|GitOps|Terraform|Docker|Go|Nginx,五险一金|年终奖|弹性工作|股票期权,2026-06-13,https://synthetic.dataset/22
SYN-0023,算法工程师(NLP/CV),快手,2000-5000人,互联网/短视频,民营,6,12,郑州,河南,二线,硕士,1-3年,模型部署|TensorFlow|BERT|OpenCV|深度学习|Transformer,五险一金|年终奖|补充商业保险,2026-05-12,https://synthetic.dataset/23
SYN-0024,数据分析师,百度,5000人以上,互联网/IT,上市公司,16,28,天津,天津,新一线,硕士,3-5年,统计学|Spark SQL|Python|Excel|Tableau,五险一金|年终奖|补充商业保险,2026-04-05,https://synthetic.dataset/24
SYN-0025,Go后端开发工程师,地平线,500-1000人,人工智能/芯片,民营,20,35,深圳,广东,一线,硕士,3-5年,PostgreSQL|MySQL|Docker|Gin|Linux,五险一金|年终奖|补充商业保险,2026-07-09,https://synthetic.dataset/25
SYN-0026,前端开发工程师,华为,5000人以上,通信/IT,民营,6,12,合肥,安徽,二线,本科,1-3年,Vue|CSS|ECharts|HTML|React,五险一金|年终奖|股票期权|弹性工作|餐补|交通补贴,2026-07-18,https://synthetic.dataset/26
SYN-0027,Go后端开发工程师,字节跳动,5000人以上,互联网/IT,民营,8,15,广州,广东,一线,本科,应届,PostgreSQL|Kafka|gRPC|MySQL|Gin,五险一金|年终奖,2026-06-12,https://synthetic.dataset/27
SYN-0028,测试开发工程师,腾讯,5000人以上,互联网/IT,上市公司,9,16,武汉,湖北,新一线,大专,1-3年,自动化测试|Selenium|JMeter|Git|Java|Postman,五险一金|年终奖|股票期权|带薪年假,2026-04-06,https://synthetic.dataset/28
SYN-0029,UI/UX设计师,SHEIN,5000人以上,互联网/电商,民营,12,22,南京,江苏,新一线,大专,3-5年,Figma|After Effects|Photoshop|Sketch|C4D|Adobe XD,五险一金|年终奖|补充商业保险,2026-05-08,https://synthetic.dataset/29
SYN-0030,iOS开发工程师,阿里巴巴,5000人以上,互联网/IT,上市公司,10,18,苏州,江苏,新一线,大专,3-5年,Xcode|CocoaPods|CoreData|Combine|SwiftUI,五险一金|年终奖|带薪年假|弹性工作,2026-04-04,https://synthetic.dataset/30
SYN-0031,Android开发工程师,地平线,500-1000人,人工智能/芯片,民营,12,22,宁波,浙江,二线,本科,1-3年,Git|Flutter|MVP/MVVM|Jetpack|SQLite|Android,五险一金|年终奖|股票期权|带薪年假,2026-05-09,https://synthetic.dataset/31
SYN-0032,UI/UX设计师,腾讯,5000人以上,互联网/IT,上市公司,15,30,北京,北京,一线,硕士,应届,交互设计|Sketch|用户体验|Illustrator|Adobe XD,五险一金|年终奖|弹性工作,2026-06-17,https://synthetic.dataset/32
SYN-0033,UI/UX设计师,蚂蚁集团,5000人以上,互联网金融,民营,30,55,长沙,湖南,新一线,本科,1-3年,Photoshop|交互设计|C4D|用户体验,五险一金|年终奖|股票期权,2026-06-13,https://synthetic.dataset/33
SYN-0034,Java开发工程师,海康威视,5000人以上,安防/AI,上市公司,14,24,重庆,重庆,新一线,本科,3-5年,Spring Cloud|Git|Linux|Docker|Spring Boot,五险一金|年终奖|股票期权|弹性工作|餐补|交通补贴,2026-07-26,https://synthetic.dataset/34
SYN-0035,前端开发工程师,小红书,2000-5000人,互联网/社交,民营,8,14,重庆,重庆,新一线,硕士,应届,React|CSS|ECharts,五险一金|年终奖|弹性工作|股票期权,2026-05-01,https://synthetic.dataset/35
SYN-0036,数据分析师,腾讯,5000人以上,互联网/IT,上市公司,16,28,厦门,福建,二线,本科,1-3年,统计学|NumPy|Matplotlib|Spark SQL|Seaborn|SQL,五险一金|年终奖|股票期权,2026-04-25,https://synthetic.dataset/36
SYN-0037,UI/UX设计师,美团,5000人以上,互联网/O2O,上市公司,16,28,南京,江苏,新一线,本科,应届,C4D|Photoshop|Sketch,五险一金|年终奖|弹性工作|餐补,2026-05-26,https://synthetic.dataset/37
SYN-0038,嵌入式软件开发,小鹏汽车,2000-5000人,新能源汽车,上市公司,16,28,大连,辽宁,二线,硕士,1-3年,PCB|I2C/SPI|RTOS|FreeRTOS|ARM|MCU,五险一金|年终奖|补充商业保险,2026-05-27,https://synthetic.dataset/38
SYN-0039,嵌入式软件开发,Momenta,200-500人,人工智能/自动驾驶,外商独资,16,28,厦门,福建,二线,本科,1-3年,Linux|ARM|嵌入式调试,五险一金|年终奖|带薪年假|弹性工作,2026-06-18,https://synthetic.dataset/39
SYN-0040,C++开发工程师,京东,5000人以上,互联网/电商,上市公司,10,20,杭州,浙江,新一线,硕士,5-10年,STL|Qt|多线程|Boost,五险一金|年终奖|股票期权|弹性工作|餐补|交通补贴,2026-07-14,https://synthetic.dataset/40
SYN-0041,iOS开发工程师,华为,5000人以上,通信/IT,民营,6,12,合肥,安徽,二线,本科,应届,Git|iOS|Xcode|Objective-C|UIKit|Combine,五险一金|年终奖|股票期权|弹性工作|餐补|交通补贴,2026-05-16,https://synthetic.dataset/41
SYN-0042,大数据开发工程师,旷视科技,500-1000人,人工智能,民营,12,20,合肥,安徽,二线,本科,1-3年,HBase|Hive|ClickHouse|Spark|Flink,五险一金|年终奖|股票期权|弹性工作|餐补|交通补贴,2026-04-13,https://synthetic.dataset/42
SYN-0043,运维开发工程师,深信服,2000-5000人,网络安全,上市公司,10,20,北京,北京,一线,本科,5-10年,Docker|Python|Ansible|Kubernetes|Prometheus|Go,五险一金|年终奖|弹性工作|餐补,2026-06-11,https://synthetic.dataset/43
SYN-0044,大数据开发工程师,鹰角网络,500-1000人,游戏/互联网,民营,25,45,合肥,安徽,二线,硕士,1-3年,Java|Hadoop|HDFS,五险一金|年终奖|弹性工作|股票期权,2026-04-25,https://synthetic.dataset/44
SYN-0045,Java开发工程师,腾讯,5000人以上,互联网/IT,上市公司,40,70,南京,江苏,新一线,本科,1-3年,MySQL|MyBatis|Spring Cloud|Docker,五险一金|年终奖|弹性工作,2026-05-15,https://synthetic.dataset/45
SYN-0046,测试开发工程师,地平线,500-1000人,人工智能/芯片,民营,12,22,成都,四川,新一线,大专,应届,Appium|Java|Python|Selenium,五险一金|年终奖|带薪年假|股票期权|补充商业保险,2026-07-13,https://synthetic.dataset/46
SYN-0047,前端开发工程师,科大讯飞,2000-5000人,人工智能,上市公司,20,40,宁波,浙江,二线,大专,1-3年,ECharts|JavaScript|HTML,五险一金|年终奖|股票期权|弹性工作|餐补|交通补贴,2026-07-22,https://synthetic.dataset/47
SYN-0048,前端开发工程师,莉莉丝,1000-2000人,游戏/互联网,民营,14,24,青岛,山东,二线,本科,1-3年,TypeScript|Webpack|HTML|Vite|React|ECharts,五险一金|年终奖|股票期权|带薪年假,2026-05-24,https://synthetic.dataset/48
SYN-0049,大数据开发工程师,荣耀,2000-5000人,消费电子,民营,16,28,济南,山东,二线,大专,5-10年,Scala|Flink|HDFS|HBase|Spark|Hadoop,五险一金|年终奖|补充商业保险,2026-07-08,https://synthetic.dataset/49
SYN-0050,运维开发工程师,小鹏汽车,2000-5000人,新能源汽车,上市公司,6,12,济南,山东,二线,本科,1-3年,Terraform|Docker|Shell|Go|GitOps|Prometheus,五险一金|年终奖|带薪年假|弹性工作,2026-06-20,https://synthetic.dataset/50
SYN-0051,数据仓库工程师,Momenta,200-500人,人工智能/自动驾驶,外商独资,10,18,北京,北京,一线,硕士,3-5年,ClickHouse|Hadoop|Flink|ETL,五险一金|年终奖|弹性工作|餐补,2026-07-15,https://synthetic.dataset/51
SYN-0052,前端开发工程师,阿里巴巴,5000人以上,互联网/IT,上市公司,18,35,重庆,重庆,新一线,大专,5-10年,ECharts|HTML|Vite|CSS|Webpack,五险一金|年终奖|带薪年假|弹性工作,2026-07-24,https://synthetic.dataset/52
SYN-0053,DevOps运维工程师,海康威视,5000人以上,安防/AI,上市公司,20,40,天津,天津,新一线,本科,3-5年,Jenkins|Docker|Grafana|Kubernetes|Linux,五险一金|年终奖|股票期权|弹性工作|餐补|交通补贴,2026-05-07,https://synthetic.dataset/53
SYN-0054,区块链开发工程师,商汤科技,1000-2000人,人工智能,民营,40,70,西安,陕西,新一线,博士,应届,Go|智能合约|Rust|Web3.js|Ethereum,五险一金|年终奖|股票期权,2026-06-01,https://synthetic.dataset/54
SYN-0055,C++开发工程师,中兴通讯,5000人以上,通信/IT,上市公司,30,55,西安,陕西,新一线,本科,3-5年,Boost|TCP/IP|STL|Qt|C++,五险一金|年终奖|带薪年假|股票期权|补充商业保险,2026-06-16,https://synthetic.dataset/55
SYN-0056,网络安全工程师,小米集团,5000人以上,消费电子/互联网,上市公司,20,35,长沙,湖南,新一线,本科,1-3年,Kali Linux|密码学|Python|Burp Suite|Wireshark|防火墙,五险一金|年终奖,2026-05-05,https://synthetic.dataset/56
SYN-0057,算法工程师(NLP/CV),大华股份,5000人以上,安防/AI,上市公司,30,55,广州,广东,一线,硕士,1-3年,模型部署|NLP|Transformer|BERT|深度学习|PyTorch,五险一金|年终奖|带薪年假|股票期权|补充商业保险,2026-07-10,https://synthetic.dataset/57
SYN-0058,推荐系统工程师,大华股份,5000人以上,安防/AI,上市公司,15,30,上海,上海,一线,硕士,1-3年,推荐算法|TensorFlow|PyTorch|召回,五险一金|年终奖|股票期权,2026-04-06,https://synthetic.dataset/58
SYN-0059,UI/UX设计师,字节跳动,5000人以上,互联网/IT,民营,20,40,郑州,河南,二线,硕士,5-10年,Photoshop|Illustrator|C4D,五险一金|年终奖|弹性工作|餐补,2026-04-22,https://synthetic.dataset/59
SYN-0060,大数据开发工程师,旷视科技,500-1000人,人工智能,民营,12,22,宁波,浙江,二线,本科,5-10年,Hive|Flink|Scala|Hadoop,五险一金|年终奖,2026-05-26,https://synthetic.dataset/60
SYN-0061,推荐系统工程师,蚂蚁集团,5000人以上,互联网金融,民营,12,22,宁波,浙江,二线,本科,5-10年,推荐算法|协同过滤|排序|DNN|召回|Spark,五险一金|年终奖|弹性工作|餐补,2026-04-20,https://synthetic.dataset/61
SYN-0062,UI/UX设计师,腾讯,5000人以上,互联网/IT,上市公司,6,12,长沙,湖南,新一线,硕士,1-3年,Photoshop|Figma|Illustrator,五险一金|年终奖|带薪年假|股票期权|补充商业保险,2026-04-25,https://synthetic.dataset/62
SYN-0063,区块链开发工程师,滴滴出行,5000人以上,互联网/出行,民营,15,25,青岛,山东,二线,本科,3-5年,共识算法|Go|Web3.js|Ethereum|智能合约|Hyperledger,五险一金|年终奖|带薪年假|弹性工作,2026-04-28,https://synthetic.dataset/63
SYN-0064,DevOps运维工程师,小红书,2000-5000人,互联网/社交,民营,12,20,合肥,安徽,二线,本科,3-5年,Shell|Docker|Terraform,五险一金|年终奖|补充商业保险,2026-06-04,https://synthetic.dataset/64
SYN-0065,嵌入式软件开发,大疆创新,5000人以上,硬件/无人机,民营,14,24,北京,北京,一线,硕士,5-10年,ARM|PCB|FreeRTOS,五险一金|年终奖|带薪年假|股票期权|补充商业保险,2026-07-21,https://synthetic.dataset/65
SYN-0066,Python开发工程师,理想汽车,2000-5000人,新能源汽车,上市公司,10,20,武汉,湖北,新一线,硕士,应届,Linux|Celery|Django|Python|Redis,五险一金|年终奖|带薪年假|股票期权|补充商业保险,2026-05-23,https://synthetic.dataset/66
SYN-0067,算法工程师(NLP/CV),小红书,2000-5000人,互联网/社交,民营,14,24,大连,辽宁,二线,硕士,3-5年,NLP|TensorFlow|深度学习,五险一金|年终奖|弹性工作,2026-05-16,https://synthetic.dataset/67
SYN-0068,嵌入式软件开发,字节跳动(成都),1000-3000人,互联网/IT,民营,25,45,西安,陕西,新一线,本科,5-10年,I2C/SPI|PCB|RTOS|ARM,五险一金|年终奖|弹性工作|股票期权,2026-05-28,https://synthetic.dataset/68
SYN-0069,大数据开发工程师,百度,5000人以上,互联网/IT,上市公司,20,35,合肥,安徽,二线,硕士,1-3年,Flink|Scala|ClickHouse,五险一金|年终奖|股票期权,2026-07-18,https://synthetic.dataset/69
SYN-0070,测试开发工程师,小米集团,5000人以上,消费电子/互联网,上市公司,12,20,长沙,湖南,新一线,大专,应届,Postman|JMeter|Pytest|Appium|Jenkins|Java,五险一金|年终奖|股票期权|带薪年假,2026-04-11,https://synthetic.dataset/70
SYN-0071,产品经理(技术方向),小米集团,5000人以上,消费电子/互联网,上市公司,8,15,苏州,江苏,新一线,本科,5-10年,项目管理|SQL|Axure|Jira,五险一金|年终奖|弹性工作|餐补,2026-04-17,https://synthetic.dataset/71
SYN-0072,Java开发工程师,小鹏汽车,2000-5000人,新能源汽车,上市公司,10,18,杭州,浙江,新一线,大专,3-5年,Redis|Docker|Kafka|Linux|Java|MyBatis,五险一金|年终奖|股票期权|弹性工作|餐补|交通补贴,2026-07-11,https://synthetic.dataset/72
SYN-0073,数据仓库工程师,OPPO,5000人以上,消费电子,民营,18,35,上海,上海,一线,硕士,1-3年,Flink|Hive|ClickHouse|SQL|ETL,五险一金|年终奖|弹性工作,2026-07-06,https://synthetic.dataset/73
SYN-0074,Java开发工程师,蚂蚁集团,5000人以上,互联网金融,民营,20,40,上海,上海,一线,本科,1-3年,Docker|Kafka|MyBatis|Spring Boot|Redis,五险一金|年终奖|股票期权|带薪年假,2026-05-06,https://synthetic.dataset/74
SYN-0075,前端开发工程师,滴滴出行,5000人以上,互联网/出行,民营,18,35,济南,山东,二线,本科,应届,ECharts|Vue|React|Vite|HTML|Node.js,五险一金|年终奖|弹性工作|餐补,2026-06-22,https://synthetic.dataset/75
SYN-0076,网络安全工程师,字节跳动,5000人以上,互联网/IT,民营,10,18,重庆,重庆,新一线,硕士,3-5年,SIEM|防火墙|Python|密码学|IDS/IPS|Burp Suite,五险一金|年终奖|补充商业保险,2026-05-13,https://synthetic.dataset/76
SYN-0077,Go后端开发工程师,小米集团,5000人以上,消费电子/互联网,上市公司,9,16,南京,江苏,新一线,大专,应届,Redis|Go|Kubernetes|gRPC|Kafka,五险一金|年终奖|带薪年假|股票期权|补充商业保险,2026-04-20,https://synthetic.dataset/77
SYN-0078,算法工程师(NLP/CV),OPPO,5000人以上,消费电子,民营,18,35,南京,江苏,新一线,本科,5-10年,模型部署|OpenCV|PyTorch|Scikit-learn,五险一金|年终奖|弹性工作,2026-04-10,https://synthetic.dataset/78
SYN-0079,Python开发工程师,理想汽车,2000-5000人,新能源汽车,上市公司,10,18,宁波,浙江,二线,硕士,3-5年,Redis|Docker|Flask|Django|FastAPI,五险一金|年终奖|股票期权|弹性工作|餐补|交通补贴,2026-06-17,https://synthetic.dataset/79
SYN-0080,大数据开发工程师,vivo,5000人以上,消费电子,民营,20,40,成都,四川,新一线,硕士,5-10年,Spark|ClickHouse|Scala|Java|HBase,五险一金|年终奖|股票期权|带薪年假,2026-06-03,https://synthetic.dataset/80
SYN-0081,Java开发工程师,大疆创新,5000人以上,硬件/无人机,民营,16,28,西安,陕西,新一线,硕士,1-3年,Redis|Kafka|Docker|Java|Spring Cloud,五险一金|年终奖|弹性工作|股票期权,2026-07-01,https://synthetic.dataset/81
SYN-0082,数据仓库工程师,中科创达,2000-5000人,软件外包/IoT,上市公司,10,18,长沙,湖南,新一线,硕士,3-5年,数据建模|ClickHouse|Hive|Hadoop|SQL|ETL,五险一金|年终奖|补充商业保险,2026-07-04,https://synthetic.dataset/82
SYN-0083,数据分析师,美团,5000人以上,互联网/O2O,上市公司,16,28,大连,辽宁,二线,本科,5-10年,Spark SQL|Matplotlib|Pandas|NumPy|Excel,五险一金|年终奖|弹性工作,2026-07-20,https://synthetic.dataset/83
SYN-0084,大数据开发工程师,比亚迪,5000人以上,新能源汽车,上市公司,16,28,上海,上海,一线,硕士,3-5年,Kafka|HDFS|Spark|Java|Hive|Flink,五险一金|年终奖|带薪年假|弹性工作,2026-04-13,https://synthetic.dataset/84
SYN-0085,iOS开发工程师,Momenta,200-500人,人工智能/自动驾驶,外商独资,15,30,深圳,广东,一线,本科,1-3年,iOS|Xcode|UIKit,五险一金|年终奖|股票期权,2026-05-03,https://synthetic.dataset/85
SYN-0086,iOS开发工程师,海康威视,5000人以上,安防/AI,上市公司,8,14,宁波,浙江,二线,本科,3-5年,Combine|iOS|SwiftUI|CoreData,五险一金|年终奖|股票期权,2026-05-18,https://synthetic.dataset/86
SYN-0087,Android开发工程师,地平线,500-1000人,人工智能/芯片,民营,6,12,深圳,广东,一线,本科,3-5年,Retrofit|Git|Android|Java|Kotlin,五险一金|年终奖,2026-05-24,https://synthetic.dataset/87
SYN-0088,嵌入式软件开发,比亚迪,5000人以上,新能源汽车,上市公司,16,28,深圳,广东,一线,本科,5-10年,PCB|C++|I2C/SPI|Linux|嵌入式调试,五险一金|年终奖|带薪年假|股票期权|补充商业保险,2026-04-24,https://synthetic.dataset/88
SYN-0089,算法工程师(NLP/CV),荣耀,2000-5000人,消费电子,民营,25,45,郑州,河南,二线,硕士,1-3年,Transformer|TensorFlow|深度学习|Scikit-learn|NLP|Python,五险一金|年终奖|弹性工作,2026-06-20,https://synthetic.dataset/89
SYN-0090,前端开发工程师,哔哩哔哩,2000-5000人,互联网/视频,上市公司,35,60,杭州,浙江,新一线,本科,应届,Webpack|Node.js|CSS|React|Vite,五险一金|年终奖|带薪年假|股票期权|补充商业保险,2026-07-04,https://synthetic.dataset/90
SYN-0091,数据仓库工程师,网易,5000人以上,互联网/游戏,上市公司,18,35,武汉,湖北,新一线,大专,5-10年,ETL|Hadoop|ClickHouse|Flink|数据治理|SQL,五险一金|年终奖|带薪年假|弹性工作,2026-07-11,https://synthetic.dataset/91
SYN-0092,测试开发工程师,地平线,500-1000人,人工智能/芯片,民营,10,18,杭州,浙江,新一线,本科,1-3年,Java|Git|自动化测试,五险一金|年终奖|带薪年假|弹性工作,2026-05-18,https://synthetic.dataset/92
SYN-0093,运维开发工程师,华为,5000人以上,通信/IT,民营,12,22,大连,辽宁,二线,大专,1-3年,Terraform|Nginx|Python|Docker|Ansible|GitOps,五险一金|年终奖|带薪年假|弹性工作,2026-04-19,https://synthetic.dataset/93
SYN-0094,iOS开发工程师,vivo,5000人以上,消费电子,民营,12,22,杭州,浙江,新一线,本科,3-5年,CocoaPods|Xcode|Swift|CoreData|Objective-C,五险一金|年终奖|带薪年假|股票期权|补充商业保险,2026-05-26,https://synthetic.dataset/94
SYN-0095,数据仓库工程师,蔚来汽车,5000人以上,新能源汽车,上市公司,6,12,济南,山东,二线,硕士,3-5年,SQL|Spark SQL|数据建模|ETL|Python,五险一金|年终奖|带薪年假|弹性工作,2026-06-01,https://synthetic.dataset/95
SYN-0096,C++开发工程师,滴滴出行,5000人以上,互联网/出行,民营,10,20,宁波,浙江,二线,本科,3-5年,STL|多线程|Linux,五险一金|年终奖|股票期权|带薪年假,2026-07-15,https://synthetic.dataset/96
SYN-0097,Android开发工程师,SHEIN,5000人以上,互联网/电商,民营,35,60,天津,天津,新一线,本科,1-3年,Android|Kotlin|Gradle,五险一金|年终奖|带薪年假|股票期权|补充商业保险,2026-04-22,https://synthetic.dataset/97
SYN-0098,大数据开发工程师,京东,5000人以上,互联网/电商,上市公司,40,70,郑州,河南,二线,本科,5-10年,HBase|Flink|Kafka|Scala|Java|Hadoop,五险一金|年终奖|带薪年假|弹性工作,2026-07-04,https://synthetic.dataset/98
SYN-0099,运维开发工程师,字节跳动(成都),1000-3000人,互联网/IT,民营,8,15,厦门,福建,二线,大专,1-3年,Nginx|Python|GitOps|Go,五险一金|年终奖|补充商业保险,2026-05-25,https://synthetic.dataset/99
SYN-0100,大数据开发工程师,快手,2000-5000人,互联网/短视频,民营,6,12,重庆,重庆,新一线,硕士,1-3年,HBase|Hive|Java|Kafka|Flink|Spark,五险一金|年终奖|股票期权|弹性工作|餐补|交通补贴,2026-06-03,https://synthetic.dataset/100
SYN-0101,Python开发工程师,大疆创新,5000人以上,硬件/无人机,民营,10,18,合肥,安徽,二线,本科,应届,Celery|Docker|FastAPI|Redis|Linux,五险一金|年终奖|股票期权|带薪年假,2026-06-04,https://synthetic.dataset/101
SYN-0102,Java开发工程师,大疆创新,5000人以上,硬件/无人机,民营,16,28,长沙,湖南,新一线,本科,应届,Spring Boot|Kafka|Git|Spring Cloud|MySQL,五险一金|年终奖|带薪年假|股票期权|补充商业保险,2026-07-17,https://synthetic.dataset/102
